ride_id,travel_from,max_capacity,year,month,day,day_of_week,hour,minute,tickets
10044,Kisii,11,2018,11,1,3,7,30,5
10045,Kijauri,49,2018,8,2,3,7,6,4
10046,Kisii,49,2018,11,1,3,19,3,1
10047,Kisii,49,2018,11,1,3,7,6,1
10049,Rongo,49,2018,8,2,3,7,9,4
10053,Kijauri,11,2018,8,2,3,9,50,1
10055,Keroka,11,2018,8,2,3,9,20,1
10056,Kijauri,11,2018,8,2,3,9,40,2
10058,Rongo,49,2018,8,2,3,7,10,2
10059,Keroka,11,2018,8,2,3,9,0,1
10063,Keroka,11,2018,8,2,3,9,10,2
10065,Kisii,11,2018,10,1,0,5,0,1
10066,Kisii,11,2018,10,1,0,9,30,11
10067,Awendo,49,2018,8,2,3,7,8,12
10068,Kisii,11,2018,10,1,0,8,40,9
10069,Kisii,11,2018,10,1,0,9,20,9
10070,Kisii,11,2018,10,1,0,9,10,11
10071,Kisii,11,2018,10,1,0,8,50,8
10072,Kisii,11,2018,10,1,0,9,0,11
10073,Kisii,11,2018,10,1,0,8,20,9
10074,Kisii,11,2018,10,1,0,8,30,7
10075,Keroka,49,2018,8,2,3,7,0,1
10076,Kisii,11,2018,10,1,0,8,10,8
10077,Kisii,11,2018,10,1,0,8,0,6
10078,Kisii,11,2018,10,1,0,7,50,5
10079,Kisii,11,2018,10,1,0,7,9,9
10080,Kisii,11,2018,10,1,0,7,40,5
10081,Kisii,11,2018,10,1,0,7,0,7
10082,Keroka,49,2018,8,2,3,19,5,1
10083,Kisii,11,2018,10,1,0,7,30,8
10084,Rongo,49,2018,8,2,3,7,15,1
10085,Kisii,11,2018,10,1,0,7,20,8
10086,Kisii,49,2018,10,1,0,7,6,3
10087,Rongo,49,2018,8,2,3,7,8,1
10088,Migori,49,2018,8,2,3,7,8,2
10089,Migori,49,2018,8,2,3,7,15,10
10090,Kijauri,49,2018,8,2,3,7,4,1
10091,Kijauri,11,2018,8,2,3,6,20,1
10092,Kehancha,49,2018,8,2,3,7,8,7
10094,Sirare,49,2018,8,2,3,7,0,3
10106,Nyachenge,49,2018,9,2,6,7,5,5
10107,Rongo,49,2018,9,2,6,7,4,13
10109,Rongo,49,2018,9,2,6,7,13,2
10110,Awendo,49,2018,9,2,6,7,8,20
10111,Homa Bay,49,2018,9,2,6,7,9,32
10112,Sirare,49,2018,9,2,6,19,7,25
10113,Rongo,49,2018,9,2,6,7,5,18
10114,Rongo,49,2018,9,2,6,7,8,1
10115,Rongo,49,2018,9,2,6,7,0,4
10116,Rongo,49,2018,9,2,6,7,14,1
10117,Awendo,49,2018,9,2,6,7,15,1
10118,Migori,49,2018,9,2,6,7,12,37
10120,Kehancha,49,2018,9,2,6,7,13,15
10123,Kisii,11,2018,9,1,5,10,0,10
10124,Kisii,11,2018,9,1,5,9,50,9
10125,Kisii,11,2018,9,1,5,9,20,8
10126,Kisii,11,2018,9,1,5,9,40,6
10127,Kisii,11,2018,9,1,5,9,30,10
10128,Homa Bay,49,2018,9,2,6,7,4,16
10129,Kijauri,11,2018,9,2,6,5,30,1
10130,Kisii,11,2018,9,1,5,8,40,10
10131,Kisii,11,2018,9,1,5,8,50,9
10132,Kisii,11,2018,9,1,5,10,10,9
10133,Kisii,11,2018,9,1,5,9,10,11
10134,Kisii,11,2018,9,1,5,8,30,9
10135,Kisii,11,2018,9,1,5,10,20,8
10136,Kisii,11,2018,9,1,5,8,10,9
10137,Kisii,11,2018,9,1,5,10,50,8
10138,Kisii,11,2018,9,1,5,8,20,8
10139,Kisii,11,2018,9,1,5,7,50,10
10140,Kisii,11,2018,9,1,5,8,0,11
10141,Kisii,11,2018,9,1,5,7,40,11
10142,Kisii,11,2018,9,1,5,10,30,11
10143,Kisii,11,2018,9,1,5,10,40,11
10144,Rongo,49,2018,9,2,6,7,15,2
10145,Kehancha,49,2018,9,2,6,7,8,11
10146,Kisii,11,2018,9,1,5,9,0,9
10147,Kisii,11,2018,9,1,5,7,30,11
10148,Kisii,11,2018,9,1,5,7,9,5
10149,Migori,49,2018,9,2,6,7,8,1
10150,Kisii,11,2018,9,1,5,6,30,4
10151,Kisii,49,2018,9,1,5,7,6,1
10152,Kisii,11,2018,9,1,5,5,40,1
10161,Keroka,49,2018,9,2,6,19,4,1
10162,Kisii,49,2018,8,1,2,7,6,3
10163,Kisii,11,2018,8,1,2,6,0,9
10164,Kisii,11,2018,8,1,2,6,30,10
10165,Kisii,11,2018,8,1,2,6,20,7
10166,Kisii,11,2018,8,1,2,6,10,8
10167,Kisii,49,2018,8,1,2,7,7,1
10168,Rongo,49,2018,9,2,6,7,10,1
10172,Kijauri,49,2018,9,2,6,7,6,1
10174,Migori,49,2018,9,2,6,7,15,15
10175,Kijauri,11,2018,9,2,6,6,10,1
10176,Sirare,49,2018,9,2,6,7,0,10
10177,Rongo,49,2018,9,2,6,7,9,1
10186,Nyachenge,49,2018,10,2,1,7,5,3
10187,Rongo,49,2018,10,2,1,7,13,9
10188,Sirare,49,2018,10,2,1,19,7,18
10189,Rongo,49,2018,10,2,1,7,5,7
10190,Sirare,49,2018,10,2,1,7,0,10
10192,Homa Bay,49,2018,10,2,1,7,10,10
10193,Awendo,49,2018,10,2,1,7,13,1
10194,Awendo,49,2018,10,2,1,7,8,18
10195,Kehancha,49,2018,10,2,1,7,8,16
10196,Kehancha,49,2018,10,2,1,7,13,13
10197,Homa Bay,49,2018,10,2,1,7,9,27
10198,Kijauri,11,2018,10,2,1,10,10,2
10199,Kijauri,49,2018,10,2,1,7,6,2
10200,Kijauri,11,2018,10,2,1,9,50,2
10201,Migori,49,2018,10,2,1,7,12,18
10203,Kijauri,11,2018,10,2,1,9,40,1
10204,Kijauri,11,2018,10,2,1,9,30,2
10205,Rongo,49,2018,10,2,1,7,15,2
10206,Kijauri,11,2018,10,2,1,9,20,3
10207,Homa Bay,49,2018,10,2,1,7,11,2
10208,Rongo,49,2018,10,2,1,7,4,14
10209,Kijauri,11,2018,10,2,1,8,50,4
10210,Kijauri,11,2018,10,2,1,8,30,1
10211,Kijauri,11,2018,10,2,1,7,9,1
10212,Kijauri,11,2018,10,2,1,8,20,2
10213,Rongo,49,2018,10,2,1,7,9,4
10214,Kijauri,11,2018,10,2,1,7,40,1
10215,Rongo,49,2018,10,2,1,7,10,1
10216,Homa Bay,49,2018,10,2,1,7,4,13
10217,Migori,49,2018,10,2,1,7,15,18
10218,Kijauri,11,2018,10,2,1,5,50,1
10219,Nyachenge,49,2018,10,2,1,7,14,1
10220,Kijauri,11,2018,10,2,1,5,30,1
10221,Kisii,11,2018,7,1,6,7,40,1
10222,Kisii,11,2018,7,1,6,6,40,1
10226,Kisii,11,2018,7,1,6,5,40,8
10229,Kisii,49,2018,7,1,6,7,6,2
10230,Kisii,11,2018,7,1,6,5,20,2
10231,Kisii,11,2018,7,1,6,5,0,1
10238,Nyachenge,49,2018,11,2,4,7,5,5
10239,Homa Bay,49,2018,11,2,4,7,4,25
10240,Sirare,49,2018,11,2,4,19,7,40
10241,Migori,49,2018,11,2,4,7,12,31
10242,Kijauri,11,2018,11,2,4,5,10,1
10243,Homa Bay,49,2018,11,2,4,7,9,32
10244,Awendo,49,2018,11,2,4,7,8,23
10245,Rongo,49,2018,11,2,4,7,10,2
10246,Awendo,49,2018,11,2,4,7,15,3
10247,Rongo,49,2018,11,2,4,7,5,10
10248,Kehancha,49,2018,11,2,4,7,13,18
10249,Rongo,49,2018,11,2,4,7,15,7
10250,Rongo,49,2018,11,2,4,7,9,2
10251,Rongo,49,2018,11,2,4,7,12,3
10253,Kisii,49,2018,6,1,4,7,6,4
10255,Migori,49,2018,11,2,4,7,15,23
10260,Migori,49,2018,11,2,4,7,13,1
10261,Kisii,49,2018,5,1,1,7,6,6
10262,Kisii,11,2018,5,1,1,5,10,1
10263,Kisii,11,2018,5,1,1,5,0,11
10264,Kisii,11,2018,5,1,1,11,5,1
10265,Kisii,11,2018,5,1,1,6,30,1
10266,Kisii,11,2018,5,1,1,8,20,3
10267,Kisii,11,2018,5,1,1,6,0,1
10273,Kisii,11,2018,4,1,6,10,0,5
10274,Kisii,11,2018,4,1,6,10,20,10
10275,Kisii,11,2018,4,1,6,10,10,4
10276,Kisii,49,2018,4,1,6,7,9,2
10277,Kisii,11,2018,4,1,6,9,50,3
10278,Kisii,11,2018,4,1,6,10,30,6
10279,Kisii,11,2018,4,1,6,9,30,2
10280,Kisii,11,2018,4,1,6,9,20,4
10281,Kisii,11,2018,4,1,6,9,0,4
10282,Kisii,11,2018,4,1,6,8,40,3
10283,Kisii,11,2018,4,1,6,8,50,5
10284,Kisii,11,2018,4,1,6,8,10,1
10285,Kisii,11,2018,4,1,6,9,10,2
10286,Nyachenge,49,2018,11,2,4,7,4,1
10287,Kisii,11,2018,4,1,6,7,30,1
10288,Kisii,11,2018,4,1,6,7,20,1
10291,Rongo,49,2018,11,2,4,7,14,3
10295,Kisii,11,2018,3,1,3,6,0,2
10296,Kisii,11,2018,3,1,3,6,30,6
10297,Kisii,11,2018,3,1,3,7,20,11
10298,Kisii,11,2018,3,1,3,6,40,4
10299,Kisii,11,2018,3,1,3,7,0,1
10300,Kisii,11,2018,3,1,3,6,50,11
10301,Nyachenge,49,2018,11,2,4,7,14,3
10302,Kijauri,49,2018,11,2,4,7,6,1
10303,Kisii,49,2018,3,1,3,7,7,24
10304,Rongo,49,2018,11,2,4,7,0,2
10305,Kisii,11,2018,3,1,3,5,10,11
10306,Rongo,49,2018,11,2,4,19,7,1
10307,Kisii,11,2018,3,1,3,5,20,11
10308,Kisii,11,2018,3,1,3,5,0,11
10309,Kisii,11,2018,3,1,3,5,30,11
10310,Migori,49,2018,11,2,4,7,8,2
10311,Kehancha,49,2018,11,2,4,7,8,14
10312,Migori,49,2018,11,2,4,7,0,1
10313,Rongo,49,2018,11,2,4,7,8,8
10314,Rongo,49,2018,11,2,4,7,13,2
10315,Sirare,49,2018,11,2,4,7,0,12
10316,Kijauri,11,2018,11,2,4,6,30,1
10317,Kijauri,11,2018,11,2,4,6,10,1
10318,Rongo,49,2018,11,2,4,7,4,3
10319,Kijauri,11,2018,11,2,4,6,0,1
10320,Homa Bay,49,2018,11,2,4,7,11,1
10324,Kisii,11,2018,3,1,3,5,50,11
10330,Kisii,11,2018,3,1,3,5,40,11
10333,Kisii,49,2018,3,1,3,7,6,1
10336,Keroka,49,2018,12,2,6,19,3,1
10338,Nyachenge,49,2018,12,2,6,7,5,3
10339,Nyachenge,49,2018,12,2,6,7,4,1
10340,Sirare,49,2018,12,2,6,19,7,43
10341,Rongo,49,2018,12,2,6,7,8,4
10342,Migori,49,2018,12,2,6,7,12,37
10343,Homa Bay,49,2018,12,2,6,7,9,32
10344,Awendo,49,2018,12,2,6,7,15,9
10345,Rongo,49,2018,12,2,6,7,5,12
10346,Rongo,49,2018,12,2,6,7,4,10
10347,Homa Bay,49,2018,12,2,6,7,10,7
10348,Awendo,49,2018,12,2,6,7,8,18
10349,Kijauri,49,2018,12,2,6,7,6,9
10350,Rongo,49,2018,12,2,6,7,14,2
10351,Migori,49,2018,12,2,6,7,15,14
10352,Kehancha,49,2018,12,2,6,7,13,11
10353,Rongo,49,2018,12,2,6,7,9,4
10355,Kisii,49,2018,2,1,3,7,6,1
10356,Kisii,11,2018,2,1,3,5,20,1
10359,Rongo,49,2018,12,2,6,7,15,2
10360,Kisii,11,2018,1,1,0,6,10,3
10361,Kisii,11,2018,1,1,0,6,0,1
10362,Kisii,11,2018,1,1,0,5,0,2
10363,Kisii,11,2018,1,1,0,5,30,2
10364,Kisii,49,2018,1,1,0,19,3,4
10365,Rongo,49,2018,12,2,6,7,10,1
10368,Kisii,11,2017,12,31,6,5,0,2
10369,Kisii,11,2017,12,31,6,7,30,1
10370,Kisii,11,2017,12,31,6,8,0,1
10372,Keroka,11,2018,12,2,6,9,10,1
10374,Kisii,11,2017,12,30,5,5,0,2
10375,Kisii,49,2017,12,30,5,7,6,3
10376,Kisii,49,2017,12,30,5,7,7,1
10377,Kisii,11,2017,12,30,5,5,50,1
10378,Kisii,11,2017,12,30,5,10,52,1
10381,Kisii,49,2017,12,29,4,7,5,1
10382,Kisii,49,2017,12,29,4,7,6,9
10383,Kisii,49,2017,12,29,4,7,7,4
10384,Kisii,49,2017,12,29,4,7,15,8
10385,Kisii,11,2017,12,29,4,11,4,7
10387,Kisii,11,2017,12,29,4,11,3,11
10388,Kisii,11,2017,12,29,4,11,2,11
10389,Kisii,11,2017,12,29,4,10,58,11
10390,Kisii,11,2017,12,29,4,11,1,11
10391,Kisii,11,2017,12,29,4,10,56,8
10392,Kisii,11,2017,12,29,4,10,57,5
10393,Kisii,11,2017,12,29,4,10,55,10
10394,Kisii,11,2017,12,29,4,10,54,10
10395,Kisii,11,2017,12,29,4,10,50,9
10396,Kisii,11,2017,12,29,4,10,52,8
10397,Kisii,11,2017,12,29,4,10,53,11
10398,Kisii,11,2017,12,29,4,10,0,3
10399,Kisii,11,2017,12,29,4,10,30,3
10400,Kehancha,49,2018,12,2,6,7,8,16
10401,Kisii,11,2017,12,29,4,9,30,1
10402,Kisii,11,2017,12,29,4,10,51,11
10403,Kijauri,11,2018,12,2,6,7,9,1
10404,Kisii,11,2017,12,29,4,10,40,11
10405,Nyachenge,49,2018,12,2,6,7,14,1
10406,Homa Bay,49,2018,12,2,6,7,4,24
10407,Kijauri,11,2018,12,2,6,6,40,1
10408,Kijauri,11,2018,12,2,6,6,30,1
10409,Sirare,49,2018,12,2,6,7,0,4
10410,Kijauri,11,2018,12,2,6,6,10,1
10411,Kijauri,11,2018,12,2,6,5,30,3
10412,Migori,49,2018,12,2,6,7,8,1
10415,Kisii,11,2017,12,29,4,10,20,3
10419,Kisii,11,2017,12,29,4,6,0,1
10420,Kisii,11,2017,12,29,4,5,0,1
10425,Kisii,11,2017,12,28,3,6,30,1
10426,Kisii,49,2017,12,28,3,7,6,3
10427,Kisii,49,2017,12,28,3,7,5,1
10428,Kisii,11,2017,12,28,3,10,59,11
10429,Kisii,11,2017,12,28,3,10,55,5
10430,Kisii,11,2017,12,28,3,10,57,5
10431,Kisii,11,2017,12,28,3,10,58,1
10432,Kisii,11,2017,12,28,3,10,56,8
10433,Nyachenge,49,2018,2,13,1,7,4,1
10434,Nyachenge,49,2018,2,13,1,7,5,5
10435,Sirare,49,2018,2,13,1,19,7,43
10436,Rongo,49,2018,2,13,1,7,4,13
10437,Awendo,49,2018,2,13,1,7,8,21
10438,Homa Bay,49,2018,2,13,1,7,10,9
10439,Homa Bay,49,2018,2,13,1,7,9,21
10441,Migori,49,2018,2,13,1,7,12,47
10442,Rongo,49,2018,2,13,1,7,5,10
10443,Kisii,11,2017,12,28,3,10,54,10
10444,Kehancha,49,2018,2,13,1,7,13,17
10445,Kisii,11,2017,12,28,3,10,50,7
10446,Kisii,11,2017,12,28,3,10,53,4
10447,Kisii,11,2017,12,28,3,10,51,2
10448,Kisii,11,2017,12,28,3,10,40,10
10449,Kehancha,49,2018,2,13,1,7,8,15
10450,Kisii,11,2017,12,28,3,9,30,7
10451,Kisii,11,2017,12,28,3,10,30,9
10452,Kisii,11,2017,12,28,3,9,20,10
10453,Kisii,11,2017,12,28,3,10,20,11
10454,Kisii,11,2017,12,28,3,10,10,11
10455,Kisii,11,2017,12,28,3,10,0,5
10456,Kisii,11,2017,12,28,3,9,50,2
10457,Kisii,11,2017,12,28,3,9,40,5
10458,Kisii,11,2017,12,28,3,8,20,4
10459,Rongo,49,2018,2,13,1,7,9,1
10460,Kisii,11,2017,12,28,3,9,10,3
10461,Kisii,11,2017,12,28,3,8,50,5
10462,Kisii,11,2017,12,28,3,8,40,3
10463,Kisii,49,2017,12,28,3,19,6,16
10464,Kisii,49,2017,12,28,3,19,5,10
10465,Kisii,11,2017,12,28,3,5,0,1
10468,Kisii,49,2017,12,27,2,7,6,10
10469,Kisii,11,2017,12,27,2,10,54,1
10470,Kisii,49,2017,12,27,2,7,4,1
10471,Kisii,11,2017,12,27,2,5,10,1
10472,Kisii,11,2017,12,27,2,5,40,1
10473,Kisii,11,2017,12,27,2,5,0,2
10476,Kisii,11,2017,12,26,1,9,10,1
10477,Kisii,11,2017,12,26,1,10,10,1
10478,Kisii,11,2017,12,26,1,8,10,1
10479,Kisii,11,2017,12,25,0,7,20,1
10480,Kisii,11,2017,12,25,0,7,9,1
10481,Kisii,11,2017,12,25,0,6,30,3
10482,Kisii,11,2017,12,25,0,8,0,2
10483,Kisii,11,2017,12,25,0,5,0,1
10484,Kisii,11,2017,12,24,6,9,50,1
10485,Kisii,11,2017,12,24,6,9,40,1
10486,Kisii,11,2017,12,24,6,9,30,3
10487,Kisii,11,2017,12,24,6,8,50,1
10488,Kisii,11,2017,12,24,6,8,20,1
10489,Kisii,49,2017,12,24,6,19,5,1
10490,Kisii,49,2017,12,24,6,19,6,2
10491,Kisii,49,2017,12,24,6,7,6,4
10492,Kisii,11,2017,12,24,6,7,50,7
10493,Kisii,11,2017,12,24,6,5,50,1
10494,Kisii,11,2017,12,24,6,5,40,2
10495,Kisii,11,2017,12,24,6,5,0,2
10500,Kisii,49,2017,12,23,5,7,10,2
10501,Kisii,49,2017,12,23,5,7,14,21
10502,Kisii,49,2017,12,23,5,7,6,17
10503,Kijauri,49,2018,2,13,1,7,6,3
10504,Rongo,49,2018,2,13,1,7,15,1
10505,Kisii,11,2017,12,23,5,9,30,3
10506,Awendo,49,2018,2,13,1,7,15,1
10507,Kisii,11,2017,12,23,5,5,20,2
10508,Kisii,11,2017,12,23,5,6,40,1
10509,Kisii,11,2017,12,23,5,5,40,1
10510,Kisii,11,2017,12,23,5,5,0,1
10512,Homa Bay,49,2018,2,13,1,7,4,23
10513,Migori,49,2018,2,13,1,7,15,16
10514,Sirare,49,2018,2,13,1,7,0,5
10515,Kijauri,11,2018,2,13,1,5,20,1
10516,Rongo,49,2018,2,13,1,7,11,1
10525,Kisii,49,2017,12,22,4,7,14,1
10526,Kisii,49,2017,12,22,4,7,6,3
10527,Kisii,11,2017,12,22,4,10,10,8
10529,Kisii,11,2017,12,22,4,10,20,4
10530,Kisii,11,2017,12,22,4,10,0,8
10531,Kisii,11,2017,12,22,4,9,50,10
10532,Kisii,11,2017,12,22,4,9,40,11
10533,Kisii,11,2017,12,22,4,9,30,11
10534,Kisii,11,2017,12,22,4,9,20,11
10535,Kisii,11,2017,12,22,4,8,40,11
10536,Nyachenge,49,2018,2,14,2,7,11,1
10537,Sirare,49,2018,2,14,2,19,7,25
10538,Kisii,11,2017,12,22,4,9,10,11
10539,Migori,49,2018,2,14,2,7,12,38
10540,Homa Bay,49,2018,2,14,2,7,9,32
10541,Rongo,49,2018,2,14,2,7,14,1
10542,Awendo,49,2018,2,14,2,7,8,19
10543,Keroka,49,2018,2,14,2,7,6,2
10544,Rongo,49,2018,2,14,2,7,9,6
10545,Kisii,11,2017,12,22,4,9,0,11
10546,Awendo,49,2018,2,14,2,7,15,1
10547,Kehancha,49,2018,2,14,2,7,13,4
10548,Kisii,11,2017,12,22,4,8,50,9
10549,Kisii,11,2017,12,22,4,7,40,11
10550,Nyachenge,49,2018,2,14,2,7,14,2
10551,Nyachenge,49,2018,2,14,2,7,5,2
10552,Keroka,49,2018,2,14,2,7,7,2
10553,Keroka,11,2018,2,14,2,10,20,1
10554,Kisii,11,2017,12,22,4,8,30,11
10555,Kisii,11,2017,12,22,4,8,20,11
10556,Rongo,49,2018,2,14,2,7,5,8
10557,Kisii,11,2017,12,22,4,8,10,10
10558,Kisii,11,2017,12,22,4,8,0,11
10559,Kisii,11,2017,12,22,4,7,50,11
10560,Homa Bay,49,2018,2,14,2,7,4,16
10561,Kisii,49,2017,12,22,4,19,5,8
10562,Kisii,11,2017,12,22,4,7,30,11
10563,Keroka,11,2018,2,14,2,8,30,1
10564,Kisii,11,2017,12,22,4,7,20,11
10565,Kisii,11,2017,12,22,4,7,9,11
10566,Kisii,49,2017,12,22,4,19,4,8
10567,Kisii,11,2017,12,22,4,7,0,9
10568,Kisii,49,2017,12,22,4,19,3,2
10569,Kisii,49,2017,12,22,4,7,7,18
10570,Kisii,11,2017,12,22,4,6,40,11
10571,Kisii,11,2017,12,22,4,6,50,11
10573,Kisii,11,2017,12,22,4,6,30,11
10574,Kisii,11,2017,12,22,4,6,20,8
10575,Kehancha,49,2018,2,14,2,7,8,4
10576,Kisii,11,2017,12,22,4,6,10,2
10577,Kisii,11,2017,12,22,4,6,0,1
10578,Kisii,11,2017,12,22,4,5,20,1
10572,Kisii,11,2017,12,22,4,5,0,1
10580,Rongo,49,2018,2,14,2,7,4,13
10582,Migori,49,2018,2,14,2,7,15,10
10583,Sirare,49,2018,2,14,2,7,0,9
10592,Kisii,49,2017,12,21,3,7,7,18
10593,Kisii,11,2017,12,21,3,10,50,5
10594,Kisii,49,2017,12,21,3,19,4,9
10595,Kisii,11,2017,12,21,3,10,40,5
10596,Kisii,49,2017,12,21,3,7,6,32
10597,Kisii,11,2017,12,21,3,10,30,6
10598,Kisii,49,2017,12,21,3,19,3,38
10599,Kisii,11,2017,12,21,3,10,20,9
10600,Kisii,11,2017,12,21,3,10,10,10
10601,Sirare,49,2018,2,15,3,19,7,36
10602,Homa Bay,49,2018,2,15,3,7,4,20
10603,Homa Bay,49,2018,2,15,3,7,9,17
10604,Awendo,49,2018,2,15,3,7,8,15
10605,Migori,49,2018,2,15,3,7,12,36
10606,Migori,49,2018,2,15,3,7,8,1
10607,Awendo,49,2018,2,15,3,7,15,4
10608,Nyachenge,49,2018,2,15,3,7,5,4
10609,Rongo,49,2018,2,15,3,7,14,2
10610,Awendo,49,2018,2,15,3,19,7,1
10611,Kehancha,49,2018,2,15,3,7,13,8
10612,Kisii,11,2017,12,21,3,10,0,11
10613,Kisii,49,2017,12,21,3,7,10,8
10614,Kisii,11,2017,12,21,3,9,50,11
10615,Keroka,11,2018,2,15,3,9,0,1
10616,Kisii,49,2017,12,21,3,7,2,1
10617,Kisii,11,2017,12,21,3,9,40,11
10618,Kisii,11,2017,12,21,3,9,0,7
10619,Kisii,11,2017,12,21,3,9,30,11
10620,Kisii,11,2017,12,21,3,9,20,11
10621,Rongo,49,2018,2,15,3,7,9,1
10622,Kisii,11,2017,12,21,3,8,50,3
10623,Keroka,11,2018,2,15,3,5,0,1
10624,Kisii,11,2017,12,21,3,9,10,11
10625,Kehancha,49,2018,2,15,3,7,8,11
10626,Kisii,11,2017,12,21,3,8,40,9
10627,Kisii,11,2017,12,21,3,8,30,11
10628,Kisii,49,2017,12,21,3,7,8,2
10629,Kisii,11,2017,12,21,3,8,20,11
10630,Kisii,11,2017,12,21,3,8,10,11
10631,Kisii,11,2017,12,21,3,8,0,11
10632,Kisii,11,2017,12,21,3,7,50,11
10633,Kijauri,11,2018,2,15,3,6,20,3
10634,Kijauri,49,2018,2,15,3,7,6,3
10635,Kisii,11,2017,12,21,3,7,40,11
10636,Kijauri,11,2018,2,15,3,6,40,2
10637,Rongo,49,2018,2,15,3,7,5,8
10638,Kijauri,11,2018,2,15,3,6,10,1
10639,Sirare,49,2018,2,15,3,7,0,7
10640,Migori,49,2018,2,15,3,7,15,13
10641,Kijauri,11,2018,2,15,3,6,0,2
10645,Kisii,11,2017,12,21,3,7,20,11
10648,Kisii,11,2017,12,21,3,7,30,11
10650,Awendo,49,2018,2,15,3,7,0,2
10651,Kisii,11,2017,12,21,3,7,9,8
10652,Kisii,11,2017,12,21,3,7,0,11
10653,Rongo,49,2018,2,16,4,7,4,11
10654,Sirare,49,2018,2,16,4,19,7,40
10655,Rongo,49,2018,2,16,4,7,14,13
10656,Homa Bay,49,2018,2,16,4,7,9,31
10657,Migori,49,2018,2,16,4,7,15,10
10658,Homa Bay,49,2018,2,16,4,7,10,8
10659,Awendo,49,2018,2,16,4,7,15,4
10660,Migori,49,2018,2,16,4,7,8,15
10661,Migori,49,2018,2,16,4,7,12,30
10662,Kijauri,11,2018,2,16,4,5,0,5
10663,Kisii,11,2017,12,21,3,5,50,1
10664,Kisii,11,2017,12,21,3,6,50,11
10665,Kisii,11,2017,12,21,3,6,10,11
10666,Kijauri,49,2018,2,16,4,7,6,2
10667,Kisii,11,2017,12,21,3,6,40,10
10668,Kisii,11,2017,12,21,3,6,30,11
10669,Kisii,11,2017,12,21,3,6,0,11
10670,Kisii,11,2017,12,21,3,6,20,11
10671,Awendo,49,2018,2,16,4,7,8,25
10672,Keroka,11,2018,2,16,4,10,55,2
10673,Kisii,11,2017,12,21,3,5,30,6
10674,Kisii,11,2017,12,21,3,5,20,1
10675,Kisii,11,2017,12,21,3,5,40,1
10676,Kisii,11,2017,12,21,3,5,0,1
10677,Kisii,11,2017,12,21,3,5,10,2
10680,Kisii,49,2017,12,20,2,7,2,15
10681,Kisii,49,2017,12,20,2,7,6,14
10682,Kisii,49,2017,12,20,2,7,14,7
10683,Kisii,11,2017,12,20,2,10,50,3
10684,Kehancha,49,2018,2,16,4,7,13,5
10685,Kisii,11,2017,12,20,2,10,30,7
10686,Kisii,49,2017,12,20,2,19,3,12
10687,Kisii,11,2017,12,20,2,10,20,11
10688,Keroka,11,2018,2,16,4,9,30,2
10689,Kisii,11,2017,12,20,2,10,0,12
10690,Kisii,11,2017,12,20,2,10,10,11
10691,Kehancha,49,2018,2,16,4,7,8,11
10692,Rongo,49,2018,2,16,4,7,5,8
10693,Kisii,11,2017,12,20,2,9,50,9
10694,Kisii,11,2017,12,20,2,9,40,10
10695,Kisii,11,2017,12,20,2,9,30,11
10696,Kisii,11,2017,12,20,2,7,50,1
10697,Kisii,11,2017,12,20,2,9,20,9
10698,Kisii,11,2017,12,20,2,8,0,10
10699,Kisii,11,2017,12,20,2,9,10,10
10700,Kisii,11,2017,12,20,2,9,0,11
10701,Kisii,11,2017,12,20,2,8,50,11
10702,Kisii,11,2017,12,20,2,8,40,11
10703,Kisii,11,2017,12,20,2,8,30,11
10704,Kisii,11,2017,12,20,2,8,20,11
10705,Nyachenge,49,2018,2,16,4,7,5,2
10706,Kisii,11,2017,12,20,2,8,10,11
10707,Homa Bay,49,2018,2,16,4,7,4,21
10708,Kijauri,11,2018,2,16,4,6,30,1
10709,Sirare,49,2018,2,16,4,7,0,1
10710,Homa Bay,49,2018,2,16,4,7,11,1
10711,Kijauri,11,2018,2,16,4,5,40,1
10716,Kisii,11,2017,12,20,2,7,40,4
10717,Kisii,11,2017,12,20,2,7,30,11
10720,Kisii,49,2017,12,20,2,19,5,10
10721,Kisii,49,2017,12,20,2,19,6,9
10722,Rongo,49,2018,2,17,5,7,4,19
10723,Rongo,49,2018,2,17,5,7,0,14
10724,Sirare,49,2018,2,17,5,19,7,31
10725,Nyachenge,49,2018,2,17,5,7,5,3
10726,Homa Bay,49,2018,2,17,5,7,11,2
10727,Kisii,11,2017,12,20,2,7,20,6
10728,Migori,49,2018,2,17,5,7,8,19
10729,Migori,49,2018,2,17,5,7,12,27
10730,Awendo,49,2018,2,17,5,7,8,8
10731,Keroka,49,2018,2,17,5,7,6,5
10732,Homa Bay,49,2018,2,17,5,7,9,33
10733,Rongo,49,2018,2,17,5,7,9,1
10734,Rongo,49,2018,2,17,5,7,15,7
10735,Kehancha,49,2018,2,17,5,7,13,15
10736,Kijauri,49,2018,2,17,5,7,6,2
10737,Kijauri,11,2018,2,17,5,10,30,2
10738,Migori,49,2018,2,17,5,7,15,2
10739,Kijauri,11,2018,2,17,5,10,0,1
10740,Kijauri,11,2018,2,17,5,9,50,1
10741,Kijauri,11,2018,2,17,5,9,0,1
10742,Kijauri,11,2018,2,17,5,8,40,1
10743,Kijauri,11,2018,2,17,5,8,20,1
10744,Kijauri,11,2018,2,17,5,8,10,1
10745,Kijauri,11,2018,2,17,5,7,50,3
10746,Kehancha,49,2018,2,17,5,7,8,16
